Transaction_ID,Product_Code,Category,Quantity,Unit_Price,Order_Date,Status,Discount (%),Notes
1365,D-400,Electroménager,6,331.47,31-08-2024,Expédié ,0.3,Commande standard - lot 19
1230,A-100,Jouets,8,25.92,19-05-2024,Livré,0.17,
1038,C-300,Informatique,4,,08/31/2024,livré,0.07,Commande standard - lot 19
1974,E-500,Automobile,3,13.99,2024-11-13,Expédié,0.09,Commande standard - lot 19
1375,D-400,Sport,6,364.47,2024-06-03,Annulé,0.04,Commande standard - lot 13
1470,A-100,Informatique,8,247.09,05/11/2023,En attente,0.03,
1976,F-600,Jardin,6,240.2,2024-10-14,Retourné,0.03,Commande standard - lot 11
1882,E-500,Electroménager,2,218.24,2023-01-27,en attente,0.12,Commande standard - lot 1
1709,B-200,Electroménager,6,392.92,18-11-2023,Annulé,0.09,
1731,C-300,Jardin,9,350.62,2023-10-28,Expédié,0.06,Commande standard - lot 1
1195,C-300,Jouets,5,448.95,2024-02-24,Livré,0.23,Commande standard - lot 4
9005,E-500,Jouets,1,241.98,2023-08-10,Annulé,0.05,Commande standard - lot 11
1871,D-400,Sport,3,87.34,03/29/2023,En attente ,0.2,Commande standard - lot 11
1504,E-500,Jouets,-6,252.23,11/21/2024,Livré ,0.13,Commande standard - lot 4
1978,A-100,Electroménager,3,158.05,02/15/2024,Annulé,0.06,Commande standard - lot 14
1837,D-400,Electroménager,8,250.75,2023-05-31,Livré,0.07,Commande standard - lot 6
1580,G-700,Maison,6,11.75,2024-06-23,Annulé,0.23,Commande standard - lot 9
1977,C-300,Sport,10,27.61,date inconnue,Expédié,0.14,Commande standard - lot 16
1163,B-200,Electroménager,10,21.03,2024-09-18,Retourné,0.29,Commande standard - lot 3
1707,C-300,Automobile,6,143.86,2024-12-16,En préparation,0.18,Commande standard - lot 8
1153, E-500 ,Jouets,3,401.4,11/22/2023,Livré,0.03,Commande standard - lot 11
1686, E-500 ,Jouets,8,309.94,11/30/2024,Annulé,0.14,Commande standard - lot 8
1705,G-700,Sport,5,219.26,2024-11-12,Livré,0.07,Commande standard - lot 7
1761,E-500,Automobile,6,342.57,13-10-2023,En préparation ,0.15,Commande standard - lot 13
1112,B-200,Informatique,9,355.25,07/29/2024,En attente,0.28,Commande standard - lot 3
1227,A-100,Sport,5,132.56,14-09-2023,En attente,0.14,Commande standard - lot 19
1693,A-100,Informatique,8,239.04,23-08-2024,Livré,0.28,Commande standard - lot 11
1104,F-600,Jouets,2,461.94,2024-12-07,Retourné,0.05,Commande standard - lot 20
1422,B-200,Maison,7,289.67,12/02/2024,Livré,0.07,Commande standard - lot 19
1420,B-200,Electroménager,9,481.16,2023-06-25,Retourné ,0.02,Commande standard - lot 10
1756,C-300,Jardin,8,480.01,2024-10-17,Livré,0.02,Commande standard - lot 17
1587,A-100,Maison,5,326.86,29-07-2023,Retourné,0.22,Commande standard - lot 5
1786,F-600,Informatique,10,337.16,date inconnue,En préparation,0.29,Commande standard - lot 7
1673,C-300,Informatique,4,488.01,08-06-2023,Livré,0.04,Commande standard - lot 1
1120,D-400,Electroménager,5,,2023-11-19,En préparation,0.05,Commande standard - lot 13
1054, B-200 ,Electroménager,5,271.09,14-12-2024,En attente,0.18,Commande standard - lot 9
1152,A-100,Informatique,7,357.27,06/16/2024,Retourné,0.19,Commande standard - lot 19
1404,G-700,Electroménager,10,291.57,date inconnue,Expédié,0.24,
1952,D-400,Maison,10,88.63,2023-05-01,Livré,0.22,Commande standard - lot 18
1208,D-400,Informatique,3,151.01,10/25/2024,Expédié,10%,Commande standard - lot 18
1659,B-200,Jouets,5,282.53,15-06-2024,en attente,0.03,Commande standard - lot 8
1850,F-600,Automobile,-8,259.56,2024-02-16,En préparation,0.29,Commande standard - lot 19
1768,A-100,Informatique,3,163.38,2024-02-24,Retourné,0.27,Commande standard - lot 12
1009,F-600,Jouets,6,116.23,24-08-2023,en préparation,,
1814, G-700 ,Automobile,1,277.12,2023-01-14,Retourné,0.29,
1037, C-300 ,Informatique,2,311.12,03/29/2024,Annulé,0.28,Commande standard - lot 7
1453,G-700,Automobile,5,349.5,12-08-2023,En préparation ,0.3,Commande standard - lot 14
1652,E-500,Informatique,8,67.52,2024-07-20,Annulé,0.2,Commande standard - lot 7
1254, A-100 ,Maison,3,120.33,14-02-2024,En préparation,0.21,Commande standard - lot 4
1304,C-300,Maison,2,105.54,2024-11-07,Livré,0.19,Commande standard - lot 5
1752,A-100,Sport,6,12660.0,06-10-2023,Expédié,0.25,Commande standard - lot 20
1572, B-200 ,Sport,9,480.13,01/07/2023,Expédié,0.04,Commande standard - lot 4
1624, C-300 ,Maison,10,83.36,26-03-2024,Livré,0.08,Commande standard - lot 7
1715,A-100,Jouets,7,108.37,date inconnue,retourné,0.05,
1899,G-700,Jardin,3,205.2,2024-10-10,En attente,0.1,Commande standard - lot 1
1263,D-400,Electroménager,7,344.83,03/12/2024,Annulé,0.24,Commande standard - lot 10
1611,F-600,Automobile,9,23.95,04/14/2023,Annulé,0.01,Commande standard - lot 9
1298,E-500,Automobile,7,138.81,08/21/2024,En attente,0.1,Commande standard - lot 6
1415,A-100,Sport,6,403.23,07/03/2023,En préparation,0.16,
1151,E-500,Automobile,4,79.53,date inconnue,Annulé,.5,Commande standard - lot 10
1794,E-500,Maison,10,462.17,14-09-2023,Annulé,0.05,Commande standard - lot 1
1641,G-700,Maison,10,9489.0,2023-02-10,Annulé,0.06,Commande standard - lot 9
1896,C-300,Jardin,1,342.97,04-07-2024,En attente,0.15,Commande standard - lot 12
1551,D-400,Sport,2,363.05,19-08-2023,Livré,.5,
1797,G-700,Informatique,2,89.83,2024-03-06,Expédié,0.24,Commande standard - lot 17
1489, G-700 ,Sport,8,,05/23/2023,en attente,0.25,
1711,B-200,Automobile,6,354.62,05/12/2023,expédié,0.22,Commande standard - lot 14
1148,F-600,Automobile,1,135.16,05/23/2024,Annulé,0.03,Commande standard - lot 4
1147,A-100,Jardin,2,372.14,2024-12-25,retourné,0.08,Commande standard - lot 9
1848,A-100,Informatique,7,166.75,06/27/2023,Annulé,0.07,Commande standard - lot 11
1938, G-700 ,Jardin,4,198.63,2023-09-18,annulé,0.24,Commande standard - lot 4
1785,B-200,Jardin,4,486.99,2023-10-03,Annulé,0.29,Commande standard - lot 7
1660,C-300,Jouets,10,176.92,10-08-2024,Expédié,0.01,Commande standard - lot 1
1349,D-400,Automobile,2,147.09,08/30/2023,en préparation,0.17,Commande standard - lot 2
1464,G-700,Maison,5,462.29,03/31/2023,En attente,0.03,Commande standard - lot 3
1326,D-400,Maison,10,183.73,01/14/2024,livré,0.06,Commande standard - lot 14
1187,A-100,Jardin,4,486.69,2023-06-14,Annulé,.5,Commande standard - lot 4
1124,F-600,Informatique,10,138.11,06/21/2023,Livré,0.19,Commande standard - lot 7
1860,F-600,Jardin,4,14.68,08/14/2024,Annulé,0.17,
1609, B-200 ,Jouets,10,436.74,2023-02-10,En attente,0.2,Commande standard - lot 1
1144,B-200,Sport,4,,09/03/2023,en attente,0.3,Commande standard - lot 5
1967,C-300,Jardin,7,27.55,04-05-2023,En préparation,,
1198,C-300,Sport,6,104.44,20-12-2023,En préparation,0.1,
1610,E-500,Maison,6,22.63,28-06-2024,En attente,0.13,Commande standard - lot 15
1280,B-200,Jardin,9,53.63,2023-05-16,retourné,0.01,Commande standard - lot 3
1294,C-300,Automobile,5,375.97,04-03-2023,En attente,0.01,Commande standard - lot 5
1401,C-300,Automobile,4,42460.0,25-11-2024,Annulé,0.28,
1123, A-100 ,Maison,8,97.76,2024-02-22,expédié,0.0,Commande standard - lot 3
1184,C-300,Automobile,1,300.2,05/18/2023,En attente,0.07,Commande standard - lot 5
1203,G-700,Jardin,10,265.07,2024-06-01,En attente,0.1,Commande standard - lot 20
1439,F-600,Informatique,10,62.78,01/29/2024,Retourné,0.25,Commande standard - lot 10
1247,E-500,Maison,6,457.66,date inconnue,En préparation,0.15,Commande standard - lot 1
1416,C-300,Electroménager,2,102.34,11/30/2024,En préparation,0.27,
1782, B-200 ,Maison,9,357.84,07/13/2024,Annulé,0.26,
1771, C-300 ,Jardin,9,429.6,05-02-2024,Annulé,0.14,Commande standard - lot 18
1913, A-100 ,Electroménager,5,35.55,10/24/2023,Retourné,0.08,Commande standard - lot 18
1774,E-500,Jouets,5,292.19,2023-04-29,En attente,0.02,Commande standard - lot 16
1894,G-700,Electroménager,5,497.66,2024-09-29,En attente,0.24,Commande standard - lot 19
1130,E-500,Jardin,2,153.63,18-12-2023,Expédié,0.05,Commande standard - lot 15
1638,A-100,Sport,-6,,01-12-2023,En attente,,
1403,F-600,Electroménager,4,31452.0,25-01-2023,Retourné,0.25,Commande standard - lot 17
1790,E-500,Informatique,2,53.92,14-11-2023,en attente,0.24,Commande standard - lot 18
1929,B-200,Informatique,6,454.34,22-05-2023,Expédié,0.12,Commande standard - lot 11
1736,D-400,Electroménager,3,402.92,2024-06-06,Expédié,0.12,Commande standard - lot 8
1920,C-300,Informatique,2,277.96,08/29/2024,En préparation,0.18,Commande standard - lot 9
1220,F-600,Sport,9,326.37,14-02-2023,Annulé,0.24,Commande standard - lot 19
1642,B-200,Informatique,-6,65.94,date inconnue,Retourné,,Commande standard - lot 7
1922,A-100,Electroménager,2,174.37,date inconnue,En préparation,0.05,Commande standard - lot 11
1758,E-500,Maison,1,380.45,13-11-2024,Retourné,0.1,Commande standard - lot 9
1884,D-400,Jouets,9,332.44,14-03-2023,En attente,0.26,Commande standard - lot 17
1926,E-500,Jouets,5,263.34,08/07/2023,livré,0.22,Commande standard - lot 17
1625,E-500,Sport,1,498.08,06/24/2023,Retourné,0.15,Commande standard - lot 17
1845,A-100,Informatique,5,268.85,2024-05-09,Livré,0.21,Commande standard - lot 20
1766,G-700,Electroménager,5,416.74,date inconnue,Annulé,0.07,Commande standard - lot 13
1387,F-600,Automobile,3,69.05,01-05-2023,En préparation ,0.04,Commande standard - lot 4
1981,E-500,Sport,10,144.44,12/05/2023,Livré,0.18,Commande standard - lot 20
1510,F-600,Maison,9,67.53,06-02-2024,Livré,.5,
1268,B-200,Jardin,1,29.4,11/08/2023,En attente,0.14,Commande standard - lot 3
1826,D-400,Maison,9,392.88,21-02-2024,Expédié,0.25,Commande standard - lot 7
1442,C-300,Automobile,7,320.03,05/08/2023,Expédié,0.02,Commande standard - lot 1
1497,D-400,Maison,5,445.89,02-08-2023,annulé,0.04,Commande standard - lot 18
1113,E-500,Informatique,1,437.44,18-11-2024,En préparation,.5,Commande standard - lot 4
1692,E-500,Jardin,8,402.16,06/17/2023,Expédié,0.29,Commande standard - lot 8
1233,B-200,Jouets,1111,497.8,11/20/2023,Livré,,
1957,C-300,Electroménager,1111,468.74,03/31/2023,En préparation,0.12,Commande standard - lot 6
1608,D-400,Maison,7,402.2,29-04-2024,Livré,0.23,Commande standard - lot 3
1672,C-300,Electroménager,9,280.78,02-01-2023,expédié,,Commande standard - lot 19
1374,D-400,Sport,10,434.48,date inconnue,Expédié,,Commande standard - lot 14
1990,B-200,Sport,10,226.99,2023-06-13,en préparation,0.04,Commande standard - lot 4
1849, A-100 ,Sport,5,402.18,2023-03-31,Livré,0.16,Commande standard - lot 20
1234, B-200 ,Automobile,5,170.65,09/21/2023,Expédié,0.19,Commande standard - lot 10
1791,G-700,Automobile,9,6.67,07-12-2024,En attente ,0.23,Commande standard - lot 9
1677,A-100,Jardin,10,147.16,date inconnue,Expédié,0.05,Commande standard - lot 2
1318,A-100,Informatique,9,73.51,10/26/2024,Retourné,0.07,Commande standard - lot 9
1649,A-100,Maison,3,233.76,2023-10-01,Livré,0.27,Commande standard - lot 2
1411,A-100,Informatique,7,109.07,17-01-2024,En préparation,0.02,Commande standard - lot 5
1905,F-600,Jouets,2,107.11,25-11-2024,En préparation ,0.05,
1710,B-200,Sport,5,427.09,2023-10-31,Expédié,0.04,Commande standard - lot 18
1359,B-200,Informatique,10,98.73,01/30/2023,Livré,0.03,Commande standard - lot 11
1259,A-100,Informatique,10,11.8,04/05/2024,Expédié,0.16,Commande standard - lot 5
1745,E-500,Maison,9,,2023-08-14,En attente,0.29,Commande standard - lot 16
1628,F-600,Informatique,1,372.84,16-05-2023,livré,0.16,Commande standard - lot 11
1633,D-400,Automobile,5,415.47,07/30/2024,en attente,,Commande standard - lot 5
1283, A-100 ,Jardin,3,346.61,2023-12-07,Retourné,0.17,
1377,A-100,Maison,5,447.76,date inconnue,en attente,0.24,Commande standard - lot 18
1385,G-700,Sport,10,423.03,13-11-2024,Annulé,0.17,Commande standard - lot 12
1225,G-700,Automobile,9,260.33,02/06/2023,En préparation,0.2,Commande standard - lot 7
1962,F-600,Informatique,8,342.57,2023-01-04,Livré,,Commande standard - lot 12
1821, G-700 ,Maison,10,289.17,04/08/2024,Annulé,0.13,Commande standard - lot 13
1473, B-200 ,Electroménager,7,119.56,06/06/2024,retourné,0.07,Commande standard - lot 6
1348,G-700,Jardin,4,137.63,20-03-2024,Retourné,0.21,Commande standard - lot 14
1506,D-400,Maison,9,463.54,20-07-2024,En préparation,0.08,Commande standard - lot 4
1640,F-600,Jardin,9,445.25,09/30/2024,expédié,0.23,Commande standard - lot 7
1996,F-600,Informatique,8,470.54,2023-03-28,expédié,0.21,Commande standard - lot 20
1798,F-600,Jouets,9,458.98,11-06-2023,Annulé,0.13,Commande standard - lot 20
1935,E-500,Automobile,5,455.38,11-12-2023,Annulé,0.11,Commande standard - lot 5
1912,B-200,Electroménager,-2,13.06,03/20/2024,expédié ,0.28,Commande standard - lot 13
1620,C-300,Electroménager,1,303.61,17-04-2024,retourné,0.14,Commande standard - lot 1
1862,G-700,Electroménager,3,432.17,02/15/2023,Annulé,0.26,Commande standard - lot 7
1810, F-600 ,Jardin,5,289.98,2023-01-24,retourné,0.08,Commande standard - lot 5
1646,B-200,Automobile,3,19.84,01/18/2024,Annulé,0.26,Commande standard - lot 2
1853,G-700,Maison,2,263.28,06-07-2023,Expédié,0.19,Commande standard - lot 5
1557,G-700,Jardin,1,268.58,date inconnue,Livré,0.08,Commande standard - lot 7
1966,B-200,Jouets,8,303.68,30-04-2024,Retourné,0.13,
1578,F-600,Jardin,8,,08/13/2023,Retourné,0.06,Commande standard - lot 20
1796,F-600,Jouets,5,27.38,2023-07-22,Livré,0.27,Commande standard - lot 10
1086,B-200,Informatique,-8,402.81,2023-03-30,Livré,0.17,Commande standard - lot 11
1243,D-400,Automobile,5,385.23,2024-03-29,Retourné,0.06,Commande standard - lot 10
1699,B-200,Electroménager,3,,2023-08-27,Expédié,0.21,Commande standard - lot 6
1160, E-500 ,Jouets,6,98.18,19-05-2024,Livré ,,Commande standard - lot 1
1525,C-300,Jardin,10,142.53,14-08-2024,expédié,0.06,
1036,A-100,Sport,5,30.43,03/08/2023,en attente,,Commande standard - lot 19
1541,B-200,Jouets,4,240.7,08/25/2024,Livré,0.13,
1171,E-500,Automobile,1,212.7,25-08-2024,Expédié,0.1,Commande standard - lot 13
1655,E-500,Electroménager,7,486.19,2024-02-05,Retourné,0.28,Commande standard - lot 13
1897, E-500 ,Jardin,1,154.06,08/17/2024,en préparation,0.27,Commande standard - lot 20
1864, D-400 ,Automobile,3,464.63,20-10-2024,En préparation,.5,Commande standard - lot 16
1854,D-400,Jouets,4,361.08,2023-01-07,Livré,0.28,
1951,D-400,Jardin,3,184.03,09/18/2023,retourné,0.23,Commande standard - lot 19
1734,B-200,Informatique,2,498.28,10-03-2023,En préparation,,Commande standard - lot 10
1096,F-600,Automobile,7,,2023-04-23,Expédié,0.18,Commande standard - lot 2
1564,A-100,Automobile,6,292.84,2024-08-19,Retourné,0.28,Commande standard - lot 17
1241,F-600,Automobile,5,148.35,06-10-2023,Annulé,.5,Commande standard - lot 10
1743,D-400,Sport,10,136.52,16-05-2024,Expédié,0.24,
1575,G-700,Jardin,5,260.57,2024-03-20,En attente,0.11,Commande standard - lot 12
1691,F-600,Electroménager,2,,02/24/2023,Expédié,0.25,Commande standard - lot 11
1461, D-400 ,Sport,4,276.44,01/07/2024,livré,0.07,Commande standard - lot 4
1554,D-400,Electroménager,6,149.74,06-05-2023,expédié,0.27,Commande standard - lot 15
1885,F-600,Sport,8,271.85,date inconnue,annulé,0.25,Commande standard - lot 3
1207, C-300 ,Jouets,2,379.2,03/16/2023,annulé,0.13,Commande standard - lot 1
1393,B-200,Electroménager,3,309.17,date inconnue,Expédié,0.28,Commande standard - lot 2
1795,G-700,Informatique,7,118.52,date inconnue,Retourné,.5,
1398,E-500,Electroménager,3,382.42,26-10-2024,Expédié,0.29,Commande standard - lot 20
1767,G-700,Informatique,8,150.36,08/29/2023,Retourné,0.18,
1855,B-200,Informatique,9,418.99,2024-10-22,Retourné,10%,
1218,E-500,Jouets,5,238.35,25-02-2024,En préparation,0.22,Commande standard - lot 15
1005,F-600,Jouets,8,136.12,27-09-2023,Annulé,0.15,Commande standard - lot 4
1769,B-200,Maison,2,197.83,12-02-2024,Livré,0.29,Commande standard - lot 6
1643,B-200,Sport,2,363.64,05/04/2023,Retourné,0.24,Commande standard - lot 9
1904,C-300,Maison,1,328.15,2023-05-30,expédié,0.23,Commande standard - lot 16
1613,E-500,Informatique,5,,05/13/2023,Livré,0.21,Commande standard - lot 20
1739,D-400,Maison,5,428.41,05-12-2024,Retourné,0.1,Commande standard - lot 11
1547,A-100,Jouets,2,182.98,03/15/2023,En préparation,0.06,Commande standard - lot 17
1726,C-300,Automobile,6,199.44,2024-12-05,En préparation,0.0,Commande standard - lot 17
1684, F-600 ,Jardin,3,315.47,01/26/2023,Expédié,0.1,
1099,C-300,Electroménager,6,110.92,29-07-2024,livré,0.16,Commande standard - lot 2
1805,E-500,Jardin,3,187.94,24-06-2023,En attente,,Commande standard - lot 14
1728,C-300,Electroménager,10,217.12,21-09-2024,Expédié,0.14,Commande standard - lot 18
1574,F-600,Electroménager,7,99.25,2024-10-03,Retourné,0.06,Commande standard - lot 16
1407,E-500,Automobile,6,77.97,2024-01-13,Annulé,,Commande standard - lot 18
1503,B-200,Electroménager,7,177.89,2024-12-06,Retourné,0.27,Commande standard - lot 19
1048,C-300,Jardin,3,94.13,27-01-2024,Retourné,0.08,
1033,G-700,Maison,10,,2023-03-29,Retourné,0.13,
1780,B-200,Automobile,7,,21-05-2023,Livré,0.29,Commande standard - lot 16
1840,E-500,Jouets,3,306.82,date inconnue,Expédié,0.27,Commande standard - lot 15
1201,F-600,Jardin,7,483.09,27-07-2023,En attente,0.16,Commande standard - lot 7
1135,A-100,Sport,5,384.13,04/27/2023,Annulé,0.16,Commande standard - lot 4
1028, F-600 ,Jouets,7,,08/05/2023,Livré,0.25,Commande standard - lot 18
1887, C-300 ,Maison,4,396.11,02/15/2023,Annulé,0.17,Commande standard - lot 13
1231,G-700,Sport,1,91.53,04/16/2024,retourné,0.26,Commande standard - lot 9
1490,B-200,Jouets,3,188.98,03/17/2023,Annulé ,0.17,Commande standard - lot 5
1773,F-600,Maison,7,,2024-04-05,en attente ,0.27,Commande standard - lot 1
1379,G-700,Maison,3,251.7,01/08/2024,en préparation,.5,Commande standard - lot 16
1289,G-700,Maison,1,,2024-01-03,Livré,0.11,Commande standard - lot 18
1419,C-300,Jardin,7,295.54,date inconnue,En préparation,0.18,Commande standard - lot 13
1675,A-100,Electroménager,6,247.93,date inconnue,Expédié,0.25,
1392,G-700,Sport,8,296.5,12/15/2023,En préparation,0.03,Commande standard - lot 5
1593,B-200,Informatique,1,295.16,17-09-2023,Expédié ,0.21,Commande standard - lot 2
1499,A-100,Jardin,1,311.74,08-06-2024,Livré,0.2,Commande standard - lot 2
1139,C-300,Automobile,2,182.32,08/12/2023,En préparation,0.26,Commande standard - lot 2
1063,F-600,Informatique,1,229.55,29-11-2023,annulé,0.08,Commande standard - lot 16
1472,F-600,Informatique,8,253.66,28-08-2024,retourné,0.04,
1648,D-400,Maison,3,335.87,2024-08-07,En préparation,0.03,Commande standard - lot 20
1129,E-500,Informatique,8,346.77,2024-05-09,Livré,0.09,Commande standard - lot 7
1985, B-200 ,Maison,5,36.72,2023-02-25,En préparation,0.26,Commande standard - lot 13
1521,D-400,Electroménager,6,413.6,05-12-2024,En attente,0.16,
1839,A-100,Sport,5,392.76,2023-05-10,Livré,0.13,Commande standard - lot 9
1971,G-700,Sport,1,56.75,2023-11-19,Annulé,.5,Commande standard - lot 8
1065,G-700,Maison,1111,193.2,11/15/2024,Expédié,0.09,Commande standard - lot 13
1813, G-700 ,Electroménager,2,380.41,17-04-2024,En attente,10%,Commande standard - lot 7
1015, A-100 ,Informatique,9,440.24,10-07-2024,Livré,10%,Commande standard - lot 10
1157,B-200,Informatique,5,,09-09-2023,Livré,0.13,Commande standard - lot 17
1041,C-300,Sport,7,177.24,06/14/2023,En attente,0.14,Commande standard - lot 11
1493,E-500,Automobile,8,193.33,2024-03-10,livré,.5,Commande standard - lot 18
1380,C-300,Informatique,2,316.57,06/26/2024,en préparation,0.15,Commande standard - lot 1
1188,G-700,Jardin,3,363.17,04/12/2024,Livré,10%,Commande standard - lot 11
1764,E-500,Maison,3,54.83,03-06-2023,En attente,0.3,
1217,F-600,Jouets,8,208.4,2024-08-29,En préparation ,0.05,Commande standard - lot 20
1792,E-500,Jardin,10,314.19,12/11/2023,En attente,0.21,
1053,C-300,Jouets,5,58.63,date inconnue,Annulé,0.21,Commande standard - lot 4
1879,E-500,Automobile,9,429.67,01/04/2023,En préparation,0.18,
1338,B-200,Maison,7,240.46,11/21/2024,retourné,0.12,Commande standard - lot 4
1749,D-400,Maison,-7,214.95,10/03/2023,Livré,0.24,Commande standard - lot 13
1720,C-300,Electroménager,5,491.73,13-10-2024,Retourné,0.22,Commande standard - lot 19
1725,G-700,Informatique,4,440.96,2024-06-16,annulé,0.21,Commande standard - lot 4
1296,C-300,Informatique,10,496.82,26-03-2024,Retourné,0.25,
1702,E-500,Jardin,2,488.7,06-01-2024,Retourné,0.11,Commande standard - lot 12
1252,F-600,Sport,8,498.44,10/10/2024,Retourné,0.22,Commande standard - lot 15
1727,G-700,Informatique,2,154.91,2023-07-15,expédié,0.08,Commande standard - lot 14
1462,B-200,Maison,10,351.73,2024-09-14,Expédié,0.29,Commande standard - lot 20
1456,G-700,Jardin,8,66.99,2024-07-04,En attente ,0.15,Commande standard - lot 19
9004,G-700,Maison,5,462.29,03/31/2023,En attente,0.03,Commande standard - lot 3
1816,E-500,Automobile,1,89.45,13-09-2024,annulé,0.08,
1863,F-600,Jouets,6,269.82,2023-02-11,Expédié,0.26,Commande standard - lot 4
1270,A-100,Jouets,6,487.72,07/17/2024,Expédié,0.26,Commande standard - lot 2
1202,C-300,Jouets,2,191.71,2023-05-14,Annulé ,0.28,Commande standard - lot 20
1162,E-500,Maison,6,396.96,28-06-2023,Annulé,0.05,Commande standard - lot 10
1556,B-200,Jouets,3,383.28,date inconnue,Expédié,0.26,Commande standard - lot 1
1730,D-400,Maison,4,278.55,09/20/2024,expédié,0.13,Commande standard - lot 15
1402,C-300,Jardin,5,261.04,02/18/2023,En attente,0.24,Commande standard - lot 8
1703,D-400,Jardin,6,89.42,04/17/2024,En attente,0.13,
1477,E-500,Informatique,5,348.43,02-12-2024,Annulé,0.12,Commande standard - lot 6
1822,G-700,Maison,9,339.57,02-04-2023,livré,0.04,Commande standard - lot 10
1772,C-300,Automobile,8,315.39,03/03/2024,Annulé,0.27,Commande standard - lot 8
1106,B-200,Automobile,9,246.97,02/26/2023,En préparation,,Commande standard - lot 10
1566,C-300,Electroménager,4,44.45,date inconnue,Livré,0.25,Commande standard - lot 18
1390,B-200,Maison,2,120.25,11/17/2024,Retourné,10%,Commande standard - lot 10
1002,D-400,Sport,999,173.42,2023-12-11,Expédié,0.14,Commande standard - lot 13
1944,E-500,Jouets,1,241.98,2023-08-10,Annulé,0.05,Commande standard - lot 11
1991,B-200,Electroménager,-4,223.28,03/14/2024,Livré ,0.18,Commande standard - lot 11
1562,E-500,Sport,4,132.44,28-12-2023,retourné,0.02,Commande standard - lot 19
1081,G-700,Maison,2,222.67,07/11/2023,Retourné,0.02,Commande standard - lot 6
1206,F-600,Electroménager,-3,,date inconnue,En préparation,0.12,Commande standard - lot 14
1035,B-200,Jardin,5,145.08,08/21/2023,En préparation,0.09,Commande standard - lot 16
1776, B-200 ,Automobile,5,65.11,21-04-2024,Expédié,0.05,Commande standard - lot 18
1509, D-400 ,Electroménager,3,371.92,08/08/2024,En préparation,0.28,Commande standard - lot 13
1428,D-400,Jardin,1,104.86,2023-07-24,Expédié,0.07,Commande standard - lot 6
1455,G-700,Automobile,2,141.23,2023-05-03,expédié,0.3,Commande standard - lot 4
1367,C-300,Jardin,5,52.58,04/01/2024,En attente,0.06,Commande standard - lot 3
1092, C-300 ,Maison,8,14644.999999999998,05/18/2023,Retourné,,
1340,F-600,Jardin,8,65.48,2023-05-18,Expédié,10%,Commande standard - lot 20
1898,D-400,Jardin,1,410.99,01/08/2024,En attente,0.1,Commande standard - lot 17
1565,E-500,Jouets,7,400.11,06/16/2024,Livré,0.23,Commande standard - lot 15
1346,B-200,Maison,7,42.28,2023-09-29,Livré,0.25,
1777,C-300,Sport,2,263.43,10/08/2024,Expédié,0.24,Commande standard - lot 7
1242,C-300,Jardin,1,174.25,01/16/2024,Retourné,0.23,
1014,A-100,Sport,10,359.51,18-11-2024,Livré,10%,Commande standard - lot 19
1316,F-600,Electroménager,8,287.34,2024-04-19,Retourné,0.26,
1601,G-700,Informatique,7,97.62,2024-07-13,Expédié,0.14,Commande standard - lot 12
1388,A-100,Maison,1,190.36,date inconnue,en préparation,,Commande standard - lot 10
1274,A-100,Informatique,2,264.7,22-04-2023,Retourné,0.24,Commande standard - lot 14
1167,G-700,Electroménager,-6,314.42,2023-07-31,Retourné,0.15,Commande standard - lot 3
1841,A-100,Informatique,4,102.01,27-01-2023,En attente,0.29,Commande standard - lot 18
9000,G-700,Jardin,8,,date inconnue,Retourné,0.12,
1647,E-500,Sport,9,115.24,date inconnue,En attente,0.24,
1819, C-300 ,Jardin,9,315.06,2024-10-21,Annulé,0.07,Commande standard - lot 1
1485,C-300,Informatique,7,248.45,10/16/2023,Expédié,0.18,Commande standard - lot 17
1989,D-400,Electroménager,3,486.28,04/21/2024,En préparation,0.24,Commande standard - lot 2
1505,A-100,Informatique,7,111.99,26-11-2024,Expédié,0.04,Commande standard - lot 15
1832,B-200,Maison,6,480.7,03/23/2023,Expédié,0.05,Commande standard - lot 8
1244,C-300,Jouets,1,243.21,23-02-2023,En préparation,10%,Commande standard - lot 19
1567,B-200,Jardin,10,174.08,2024-06-01,Annulé,0.05,Commande standard - lot 18
1876,C-300,Informatique,7,,07/06/2023,Annulé,0.15,Commande standard - lot 18
1563,C-300,Jouets,7,17.22,22-02-2024,Livré,0.28,Commande standard - lot 1
1961,F-600,Jardin,9,326.99,date inconnue,En attente,0.21,Commande standard - lot 11
1687,B-200,Jouets,3,84.36,2023-11-04,Expédié,0.25,Commande standard - lot 13
1958,A-100,Informatique,1,187.13,2023-09-30,en attente,,Commande standard - lot 9
1190,G-700,Automobile,3,,2023-06-13,En attente,0.23,Commande standard - lot 5
1783,C-300,Electroménager,3,57.88,01/05/2024,annulé,0.1,Commande standard - lot 19
1700,D-400,Jouets,10,8.13,28-05-2023,Annulé,0.1,Commande standard - lot 6
1476,E-500,Electroménager,3,439.15,12/22/2023,En attente,0.29,Commande standard - lot 6
1682,C-300,Sport,5,442.59,2024-05-24,En préparation ,0.12,
1511,G-700,Electroménager,10,194.29,09-04-2024,Retourné,0.25,Commande standard - lot 13
1059,F-600,Jouets,6,255.25,28-04-2023,Retourné,0.12,Commande standard - lot 13
1475,E-500,Informatique,5,69.59,23-08-2024,En préparation,0.09,Commande standard - lot 7
1561,E-500,Electroménager,8,435.18,31-05-2023,retourné,,Commande standard - lot 15
